state,City,median_income
AL,Abanda,11207.0
AL,Abbeville,25615.0
AL,Adamsville,42575.0
AL,Addison,37083.0
AL,Akron,21667.0
AL,Alabaster,71816.0
AL,Albertville,32911.0
AL,Alexander City,29874.0
AL,Alexandria,56058.0
AL,Aliceville,21131.0
AL,Allgood,42009.0
AL,Altoona,27566.0
AL,Andalusia,31968.0
AL,Anderson,34792.0
AL,Anniston,29681.0
AL,Arab,40292.0
AL,Ardmore,35670.0
AL,Argo,57212.0
AL,Ariton,24286.0
AL,Arley,28750.0
AL,Ashford,42704.0
AL,Ashland,31438.0
AL,Ashville,40547.0
AL,Athens,47542.0
AL,Atmore,26775.0
AL,Attalla,37191.0
AL,Auburn,38342.0
AL,Autaugaville,24833.0
AL,Avon,40417.0
AL,Axis,55750.0
AL,Babbie,41912.0
AL,Baileyton,31875.0
AL,Bakerhill,31875.0
AL,Ballplay,37778.0
AL,Banks,28750.0
AL,Bay Minette,31576.0
AL,Bayou La Batre,34583.0
AL,Bear Creek,35563.0
AL,Beatrice,18417.0
AL,Beaverton,31875.0
AL,Belgreen,27750.0
AL,Belk,28906.0
AL,Bellamy,22132.0
AL,Belle Fontaine,34615.0
AL,Benton,40577.30952380953
AL,Berry,25865.0
AL,Bessemer,29615.0
AL,Billingsley,41250.0
AL,Birmingham,31061.0
AL,Black,41071.0
AL,Blountsville,30152.0
AL,Blue Ridge,96333.0
AL,Blue Springs,45313.0
AL,Boaz,35974.0
AL,Boligee,12173.0
AL,Bon Air,23750.0
AL,Bon Secour,40577.30952380953
AL,Boykin,40577.30952380953
AL,Brantley,27870.0
AL,Brantleyville,40370.0
AL,Brent,33924.0
AL,Brewton,31033.0
AL,Bridgeport,28571.0
AL,Brighton,22146.0
AL,Brilliant,25893.0
AL,Bristow Cove,40577.30952380953
AL,Brook Highland,60212.0
AL,Brookside,34554.0
AL,Brookwood,51515.0
AL,Broomtown,28750.0
AL,Brundidge,23819.0
AL,Bucks,40577.30952380953
AL,Butler,28950.0
AL,Calera,62893.0
AL,Calvert,40577.30952380953
AL,Camden,28375.0
AL,Camp Hill,25118.0
AL,Carbon Hill,25990.0
AL,Cardiff,40577.30952380953
AL,Carlisle-Rockledge,35938.0
AL,Carlton,40577.30952380953
AL,Carolina,50278.0
AL,Carrollton,27857.0
AL,Castleberry,20677.0
AL,Catherine,40577.30952380953
AL,Cedar Bluff,36389.0
AL,Center Point,39944.0
AL,Centre,31268.0
AL,Centreville,41103.0
AL,Chatom,35365.0
AL,Chelsea,85757.0
AL,Cherokee,28359.0
AL,Chickasaw,30973.0
AL,Childersburg,25948.0
AL,Choccolocco,54825.0
AL,Chunchula,40577.30952380953
AL,Citronelle,48125.0
AL,Clanton,39823.0
AL,Clay,68717.0
AL,Clayhatchee,32656.0
AL,Clayton,25203.0
AL,Cleveland,40909.0
AL,Clio,19539.0
AL,Coaling,54167.0
AL,Coats Bend,42821.0
AL,Coffee Springs,33636.0
AL,Coffeeville,19583.0
AL,Coker,45795.0
AL,Collinsville,25795.0
AL,Colony,33063.0
AL,Columbia,31806.0
AL,Columbiana,32700.0
AL,Concord,44620.0
AL,Coosada,47406.0
AL,Cordova,19139.0
AL,Cottondale,43875.0
AL,Cottonwood,25313.0
AL,County Line,55313.0
AL,Courtland,33125.0
AL,Cowarts,43533.0
AL,Creola,51705.0
AL,Crossville,30833.0
AL,Cuba,40673.0
AL,Cullman,38746.0
AL,Cullomburg,40577.30952380953
AL,Cusseta,52500.0
AL,Dadeville,29368.0
AL,Daleville,45651.0
AL,Daphne,60737.0
AL,Dauphin Island,63594.0
AL,Daviston,47639.0
AL,Dayton,40577.30952380953
AL,Deatsville,78125.0
AL,Decatur,41496.0
AL,Deer Park,40577.30952380953
AL,Delta,40577.30952380953
AL,Demopolis,27656.0
AL,Detroit,24107.0
AL,Dodge City,41346.0
AL,Dora,40769.0
AL,Dothan,42426.0
AL,Double Springs,29063.0
AL,Douglas,29318.0
AL,Dozier,21765.0
AL,Dunnavant,42857.0
AL,Dutton,39688.0
AL,East Brewton,26736.0
AL,East Point,62059.0
AL,Eclectic,41304.0
AL,Edgewater,26818.0
AL,Edwardsville,38438.0
AL,Egypt,56693.0
AL,Elba,26156.0
AL,Elberta,31190.0
AL,Eldridge,30000.0
AL,Elkmont,39583.0
AL,Elmore,40150.0
AL,Emelle,36250.0
AL,Emerald Mountain,91054.0
AL,Enterprise,54450.0
AL,Epes,25000.0
AL,Ethelsville,40417.0
AL,Eufaula,32845.0
AL,Eunola,42023.0
AL,Eutaw,22377.0
AL,Eva,39868.0
AL,Evergreen,18661.0
AL,Excel,34375.0
AL,Fairfield,34890.0
AL,Fairford,32269.0
AL,Fairhope,61489.0
AL,Fairview,37750.0
AL,Falkville,33846.0
AL,Faunsdale,20625.0
AL,Fayette,30646.0
AL,Fayetteville,34632.0
AL,Fitzpatrick,40577.30952380953
AL,Five Points,45000.0
AL,Flomaton,24406.0
AL,Florala,25673.0
AL,Florence,35731.0
AL,Foley,40938.0
AL,Forestdale,48654.0
AL,Forkland,19063.0
AL,Fort Deposit,23963.0
AL,Fort Payne,38833.0
AL,Fort Rucker,59265.0
AL,Franklin,60417.0
AL,Fredonia,66591.0
AL,Frisco City,17311.0
AL,Fruitdale,63125.0
AL,Fruithurst,35625.0
AL,Fulton,32083.0
AL,Fultondale,51587.0
AL,Fyffe,42356.0
AL,Gadsden,29136.0
AL,Gainesville,14444.0
AL,Gallant,45859.0
AL,Gantt,47000.0
AL,Garden City,31591.0
AL,Gardendale,56132.0
AL,Gaylesville,26818.0
AL,Geiger,45125.0
AL,Geneva,29912.0
AL,Georgiana,19969.0
AL,Geraldine,42292.0
AL,Gilbertown,33750.0
AL,Glen Allen,24531.0
AL,Glencoe,46691.0
AL,Glenwood,36000.0
AL,Goldville,46250.0
AL,Good Hope,47754.0
AL,Goodwater,23809.0
AL,Gordo,30781.0
AL,Gordon,22250.0
AL,Gordonville,18224.0
AL,Goshen,40132.0
AL,Graham,41914.0
AL,Grand Bay,48767.0
AL,Grant,55000.0
AL,Grayson Valley,46250.0
AL,Graysville,41282.0
AL,Greensboro,21797.0
AL,Greenville,29741.0
AL,Grimes,31579.0
AL,Grove Hill,31786.0
AL,Guin,23000.0
AL,Gulfcrest,68462.0
AL,Gulf Shores,47662.0
AL,Guntersville,39756.0
AL,Gurley,32500.0
AL,Gu-Win,39000.0
AL,Hackleburg,28819.0
AL,Hackneyville,60474.0
AL,Haleburg,54167.0
AL,Haleyville,24291.0
AL,Hamilton,33053.0
AL,Hammondville,43281.0
AL,Hanceville,29231.0
AL,Harpersville,35972.0
AL,Hartford,22094.0
AL,Hartselle,53878.0
AL,Harvest,63708.0
AL,Hatton,40577.30952380953
AL,Hayden,50795.0
AL,Hayneville,18802.0
AL,Hazel Green,41938.0
AL,Headland,51822.0
AL,Heath,38333.0
AL,Heflin,25823.0
AL,Helena,84615.0
AL,Henagar,30757.0
AL,Highland Lake,51250.0
AL,Highland Lakes,124291.0
AL,Hillsboro,34712.0
AL,Hissop,25032.0
AL,Hobson,40577.30952380953
AL,Hobson City,25563.0
AL,Hodges,29583.0
AL,Hokes Bluff,46042.0
AL,Hollins,40577.30952380953
AL,Hollis Crossroads,34408.0
AL,Holly Pond,44750.0
AL,Hollywood,29306.0
AL,Holt,30446.0
AL,Holtville,52713.0
AL,Homewood,61626.0
AL,Hoover,77146.0
AL,Horn Hill,34464.0
AL,Hueytown,42172.0
AL,Huguley,42063.0
AL,Huntsville,48775.0
AL,Hurtsboro,19732.0
AL,Hytop,38542.0
AL,Ider,32692.0
AL,Indian Springs Village,96346.0
AL,Irondale,47351.0
AL,Ivalee,50737.0
AL,Jackson,31232.0
AL,Jacksons' Gap,36719.0
AL,Jacksonville,38903.0
AL,Jasper,39695.0
AL,Jemison,38500.0
AL,Joppa,23672.0
AL,Kansas,38542.0
AL,Kellyton,29688.0
AL,Kennedy,35054.0
AL,Killen,55313.0
AL,Kimberly,76771.0
AL,Kinsey,37109.0
AL,Kinston,23571.0
AL,Ladonia,32713.0
AL,La Fayette,25666.0
AL,Lakeview,46250.0
AL,Lake View,88594.0
AL,Lanett,25220.0
AL,Langston,31875.0
AL,Leeds,52689.0
AL,Leesburg,41397.0
AL,Leighton,22500.0
AL,Leroy,47365.0
AL,Lester,40577.30952380953
AL,Level Plains,65769.0
AL,Lexington,35521.0
AL,Libertyville,44286.0
AL,Lillian,51776.0
AL,Lincoln,55605.0
AL,Linden,29722.0
AL,Lineville,31472.0
AL,Lipscomb,26163.0
AL,Lisman,28750.0
AL,Littleville,49107.0
AL,Livingston,14426.0
AL,Loachapoka,34688.0
AL,Lockhart,36250.0
AL,Locust Fork,57143.0
AL,Lookout Mountain,51058.0
AL,Louisville,34286.0
AL,Lowndesboro,39375.0
AL,Loxley,48000.0
AL,Luverne,29844.0
AL,Lynn,33452.0
AL,McDonald Chapel,15588.0
AL,Macedonia,40577.30952380953
AL,McIntosh,48625.0
AL,McKenzie,31500.0
AL,McMullen,40577.30952380953
AL,Madison,92960.0
AL,Madrid,38750.0
AL,Magnolia Springs,47614.0
AL,Malcolm,40577.30952380953
AL,Malvern,37000.0
AL,Maplesville,32788.0
AL,Marbury,37672.0
AL,Margaret,64789.0
AL,Marion,31029.0
AL,Maytown,43750.0
AL,Meadowbrook,92193.0
AL,Megargel,40577.30952380953
AL,Memphis,40577.30952380953
AL,Mentone,38750.0
AL,Meridianville,68368.0
AL,Midfield,39678.0
AL,Midland City,27163.0
AL,Midway,24514.0
AL,Mignon,32452.0
AL,Millbrook,58330.0
AL,Millerville,24861.0
AL,Millport,32443.0
AL,Millry,37813.0
AL,Minor,45000.0
AL,Mobile,38776.0
AL,Monroeville,30678.0
AL,Montevallo,34760.0
AL,Montgomery,42927.0
AL,Moody,61049.0
AL,Moores Mill,63911.0
AL,Mooresville,99375.0
AL,Morris,70043.0
AL,Morrison Crossroads,21169.0
AL,Mosses,15240.0
AL,Moulton,28843.0
AL,Moundville,39719.0
AL,Mountain Brook,126534.0
AL,Mount Olive,40577.30952380953
AL,Mount Olive,73345.0
AL,Mount Vernon,40750.0
AL,Movico,40577.30952380953
AL,Mulga,34886.0
AL,Munford,34034.0
AL,Muscle Shoals,48896.0
AL,Myrtlewood,35000.0
AL,Nanafalia,40577.30952380953
AL,Nances Creek,51196.0
AL,Napier Field,32000.0
AL,Natural Bridge,40577.30952380953
AL,Nauvoo,27000.0
AL,Nectar,35313.0
AL,Needham,56458.0
AL,Newbern,18750.0
AL,New Brockton,41066.0
AL,New Hope,44224.0
AL,New Market,59653.0
AL,New Site,42143.0
AL,Newton,41198.0
AL,New Union,36429.0
AL,Newville,31172.0
AL,North Courtland,24097.0
AL,North Johns,39750.0
AL,Northport,53650.0
AL,Notasulga,37273.0
AL,Oak Grove,40972.0
AL,Oak Hill,40577.30952380953
AL,Oakman,40469.0
AL,Odenville,51518.0
AL,Ohatchee,51688.0
AL,Oneonta,36852.0
AL,Onycha,22917.0
AL,Opelika,40489.0
AL,Opp,34695.0
AL,Orange Beach,57535.0
AL,Orrville,16250.0
AL,Our Town,38125.0
AL,Owens Cross Roads,51750.0
AL,Oxford,51375.0
AL,Ozark,37813.0
AL,Paint Rock,23036.0
AL,Panola,40577.30952380953
AL,Parrish,29335.0
AL,Pelham,67907.0
AL,Pell City,41944.0
AL,Pennington,40577.30952380953
AL,Penton,30417.0
AL,Perdido,24286.0
AL,Perdido Beach,47222.0
AL,Peterman,28009.0
AL,Petrey,38750.0
AL,Phenix City,36698.0
AL,Phil Campbell,25852.0
AL,Pickensville,31607.0
AL,Piedmont,28884.0
AL,Pike Road,97500.0
AL,Pinckard,31042.0
AL,Pine Apple,46250.0
AL,Pine Hill,30682.0
AL,Pine Level,56125.0
AL,Pine Ridge,24286.0
AL,Pinson,59909.0
AL,Pisgah,26635.0
AL,Pleasant Grove,63302.0
AL,Pleasant Groves,46875.0
AL,Point Clear,47200.0
AL,Pollard,31607.0
AL,Powell,30903.0
AL,Prattville,55297.0
AL,Priceville,84375.0
AL,Prichard,23785.0
AL,Providence,40208.0
AL,Putnam,40577.30952380953
AL,Ragland,38571.0
AL,Rainbow City,49338.0
AL,Rainsville,39691.0
AL,Ranburne,50909.0
AL,Ray,45909.0
AL,Red Bay,29076.0
AL,Redland,75139.0
AL,Red Level,38571.0
AL,Redstone Arsenal,60893.0
AL,Reece City,43261.0
AL,Reeltown,74688.0
AL,Reform,20136.0
AL,Rehobeth,47108.0
AL,Repton,23125.0
AL,Ridgeville,20625.0
AL,River Falls,28977.0
AL,Riverside,61417.0
AL,Riverview,37222.0
AL,Roanoke,34956.0
AL,Robertsdale,47364.0
AL,Rock Creek,52227.0
AL,Rockford,22778.0
AL,Rock Mills,40577.30952380953
AL,Rockville,40577.30952380953
AL,Rogersville,36346.0
AL,Rosa,44808.0
AL,Russellville,29859.0
AL,Rutledge,39688.0
AL,St. Florian,62500.0
AL,St. Stephens,42500.0
AL,Saks,42070.0
AL,Samson,22556.0
AL,Sand Rock,44375.0
AL,Sanford,33333.0
AL,Saraland,52621.0
AL,Sardis City,51681.0
AL,Satsuma,59311.0
AL,Scottsboro,38007.0
AL,Section,30278.0
AL,Selma,22414.0
AL,Selmont-West Selmont,23015.0
AL,Semmes,46596.0
AL,Sheffield,34205.0
AL,Shelby,45139.0
AL,Shiloh,36250.0
AL,Shoal Creek,114018.0
AL,Shorter,38409.0
AL,Silas,27875.0
AL,Silverhill,40921.0
AL,Sims Chapel,86071.0
AL,Sipsey,27393.0
AL,Skyline,38810.0
AL,Slocomb,35512.0
AL,Smiths Station,46354.0
AL,Smoke Rise,86310.0
AL,Snead,35000.0
AL,Somerville,40417.0
AL,Southside,65946.0
AL,South Vinemont,26141.0
AL,Spanish Fort,72747.0
AL,Spring Garden,40577.30952380953
AL,Springville,73906.0
AL,Spruce Pine,40577.30952380953
AL,Standing Rock,49583.0
AL,Stapleton,53083.0
AL,Steele,31063.0
AL,Sterrett,31410.0
AL,Stevenson,38053.0
AL,Stewartville,43333.0
AL,Stockton,65000.0
AL,Sulligent,30050.0
AL,Sumiton,42321.0
AL,Summerdale,39803.0
AL,Susan Moore,40417.0
AL,Sweet Water,79375.0
AL,Sylacauga,33407.0
AL,Sylvania,46964.0
AL,Sylvan Springs,56630.0
AL,Talladega,29482.0
AL,Talladega Springs,50833.0
AL,Tallassee,38275.0
AL,Tarrant,25653.0
AL,Taylor,43116.0
AL,Theodore,44284.0
AL,Thomaston,48523.0
AL,Thomasville,36146.0
AL,Thorsby,45478.0
AL,Tibbie,40577.30952380953
AL,Tidmore Bend,48466.0
AL,Tillmans Corner,48290.0
AL,Town Creek,28382.0
AL,Toxey,23542.0
AL,Trafford,28889.0
AL,Triana,41875.0
AL,Trinity,73625.0
AL,Troy,31707.0
AL,Trussville,82108.0
AL,Tuscaloosa,39351.0
AL,Tuscumbia,41176.0
AL,Tuskegee,26896.0
AL,Twin,41705.0
AL,Underwood-Petersville,39874.0
AL,Union,26875.0
AL,Union Grove,40313.0
AL,Union Springs,30032.0
AL,Uniontown,14967.0
AL,Uriah,23421.0
AL,Valley,39531.0
AL,Valley Grande,55134.0
AL,Valley Head,30391.0
AL,Vance,64432.0
AL,Vandiver,47171.0
AL,Vernon,30292.0
AL,Vestavia Hills,84854.0
AL,Vina,22500.0
AL,Vincent,42692.0
AL,Vinegar Bend,77083.0
AL,Vredenburgh,40577.30952380953
AL,Wadley,25294.0
AL,Waldo,32188.0
AL,Walnut Grove,38846.0
AL,Warrior,45396.0
AL,Waterloo,39167.0
AL,Waverly,55417.0
AL,Weaver,44851.0
AL,Webb,35375.0
AL,Wedowee,26574.0
AL,Weogufka,19792.0
AL,West Blocton,36250.0
AL,West End-Cobb Town,35233.0
AL,West Jefferson,45938.0
AL,Westover,58906.0
AL,West Point,50329.0
AL,Wetumpka,46190.0
AL,Whatley,40577.30952380953
AL,White Hall,18462.0
AL,White Plains,55781.0
AL,Whitesboro,36736.0
AL,Wilsonville,43456.0
AL,Wilton,39750.0
AL,Winfield,40654.0
AL,Woodland,34205.0
AL,Woodstock,54519.0
AL,Woodville,34444.0
AL,Yellow Bluff,16786.0
AL,York,17399.0
AK,Adak,78500.0
AK,Akhiok,26250.0
AK,Akiachak,38750.0
AK,Akiak,42000.0
AK,Akutan,24750.0
AK,Alakanuk,32917.0
AK,Alatna,52099.594405594406
AK,Alcan Border,52099.594405594406
AK,Aleknagik,41875.0
AK,Aleneva,52099.594405594406
AK,Allakaket,26500.0
AK,Ambler,42344.0
AK,Anaktuvuk Pass,66250.0
AK,Anchorage municipality,78326.0
AK,Anchor Point,51591.0
AK,Anderson,87708.0
AK,Angoon,32750.0
AK,Aniak,60500.0
AK,Anvik,26563.0
AK,Arctic Village,26250.0
AK,Atka,50625.0
AK,Atmautluak,50625.0
AK,Atqasuk,52500.0
AK,Attu Station,52099.594405594406
AK,Badger,75917.0
AK,Barrow,76902.0
AK,Bear Creek,81458.0
AK,Beaver,24000.0
AK,Beluga,52099.594405594406
AK,Bethel,76135.0
AK,Bettles,50000.0
AK,Big Delta,65417.0
AK,Big Lake,70988.0
AK,Birch Creek,52099.594405594406
AK,Brevig Mission,32344.0
AK,Buckland,60357.0
AK,Buffalo Soapstone,68333.0
AK,Butte,81875.0
AK,Cantwell,56000.0
AK,Central,52099.594405594406
AK,Chalkyitsik,29375.0
AK,Chase,52099.594405594406
AK,Chefornak,55625.0
AK,Chena Ridge,93532.0
AK,Chenega,52099.594405594406
AK,Chevak,41136.0
AK,Chickaloon,40893.0
AK,Chicken,52099.594405594406
AK,Chignik,96250.0
AK,Chignik Lagoon,93438.0
AK,Chignik Lake,45000.0
AK,Chiniak,52099.594405594406
AK,Chisana,52099.594405594406
AK,Chistochina,52099.594405594406
AK,Chitina,52099.594405594406
AK,Chuathbaluk,43750.0
AK,Circle,17125.0
AK,Clam Gulch,52099.594405594406
AK,Clark's Point,25833.0
AK,Coffman Cove,41786.0
AK,Cohoe,57228.0
AK,Cold Bay,86250.0
AK,Coldfoot,52099.594405594406
AK,College,73812.0
AK,Cooper Landing,64301.0
AK,Copper Center,39063.0
AK,Cordova,85833.0
AK,Covenant Life,31875.0
AK,Craig,63229.0
AK,Crooked Creek,31250.0
AK,Crown Point,56688.0
AK,Deering,50000.0
AK,Delta Junction,72500.0
AK,Deltana,74457.0
AK,Diamond Ridge,69375.0
AK,Dillingham,66875.0
AK,Diomede,16250.0
AK,Dot Lake,52099.594405594406
AK,Dot Lake Village,20625.0
AK,Dry Creek,52099.594405594406
AK,Eagle,33125.0
AK,Eagle Village,52099.594405594406
AK,Edna Bay,52099.594405594406
AK,Eek,39063.0
AK,Egegik,38125.0
AK,Eielson AFB,53388.0
AK,Ekwok,31875.0
AK,Elfin Cove,106667.0
AK,Elim,37188.0
AK,Emmonak,44773.0
AK,Ester,68163.0
AK,Eureka Roadhouse,52099.594405594406
AK,Evansville,23750.0
AK,Excursion Inlet,52099.594405594406
AK,Fairbanks,55229.0
AK,False Pass,55625.0
AK,Farmers Loop,100703.0
AK,Farm Loop,82250.0
AK,Ferry,52099.594405594406
AK,Fishhook,86917.0
AK,Flat,52099.594405594406
AK,Fort Greely,52099.594405594406
AK,Fort Yukon,39583.0
AK,Four Mile Road,52099.594405594406
AK,Fox,76563.0
AK,Fox River,57083.0
AK,Fritz Creek,61875.0
AK,Funny River,59314.0
AK,Gakona,80625.0
AK,Galena,63333.0
AK,Gambell,29417.0
AK,Game Creek,52099.594405594406
AK,Gateway,92739.0
AK,Glacier View,43000.0
AK,Glennallen,52099.594405594406
AK,Goldstream,88371.0
AK,Golovin,40000.0
AK,Goodnews Bay,30313.0
AK,Grayling,20417.0
AK,Gulkana,52099.594405594406
AK,Gustavus,57639.0
AK,Haines,69735.0
AK,Halibut Cove,52099.594405594406
AK,Happy Valley,41625.0
AK,Harding-Birch Lakes,51042.0
AK,Healy,88462.0
AK,Healy Lake,52099.594405594406
AK,Hobart Bay,52099.594405594406
AK,Hollis,103571.0
AK,Holy Cross,36094.0
AK,Homer,55849.0
AK,Hoonah,57708.0
AK,Hooper Bay,35938.0
AK,Hope,52099.594405594406
AK,Houston,50438.0
AK,Hughes,32500.0
AK,Huslia,42000.0
AK,Hydaburg,31250.0
AK,Hyder,52099.594405594406
AK,Igiugig,51250.0
AK,Iliamna,68750.0
AK,Ivanof Bay,52099.594405594406
AK,Juneau,85746.0
AK,Kachemak,70625.0
AK,Kake,40417.0
AK,Kaktovik,48125.0
AK,Kalifornsky,72335.0
AK,Kaltag,28750.0
AK,Karluk,20938.0
AK,Kasaan,49286.0
AK,Kasigluk,43750.0
AK,Kasilof,65893.0
AK,Kenai,62236.0
AK,Kenny Lake,52099.594405594406
AK,Ketchikan,53111.0
AK,Kiana,41250.0
AK,King Cove,63667.0
AK,King Salmon,81563.0
AK,Kipnuk,34583.0
AK,Kivalina,52917.0
AK,Klawock,38125.0
AK,Klukwan,50000.0
AK,Knik-Fairview,82858.0
AK,Knik River,68250.0
AK,Kobuk,43333.0
AK,Kodiak,62934.0
AK,Kodiak Station,61923.0
AK,Kokhanok,32083.0
AK,Koliganek,40000.0
AK,Kongiganak,37679.0
AK,Kotlik,39583.0
AK,Kotzebue,87708.0
AK,Koyuk,33182.0
AK,Koyukuk,17083.0
AK,Kupreanof,52083.0
AK,Kwethluk,44063.0
AK,Kwigillingok,42188.0
AK,Lake Louise,52099.594405594406
AK,Lake Minchumina,82813.0
AK,Lakes,83574.0
AK,Larsen Bay,47917.0
AK,Lazy Mountain,82109.0
AK,Levelock,37813.0
AK,Lime Village,52099.594405594406
AK,Livengood,52099.594405594406
AK,Loring,52099.594405594406
AK,Lowell Point,52099.594405594406
AK,Lower Kalskag,30536.0
AK,Lutak,52099.594405594406
AK,McCarthy,52099.594405594406
AK,McGrath,64792.0
AK,McKinley Park,78750.0
AK,Manley Hot Springs,54375.0
AK,Manokotak,36667.0
AK,Marshall,36875.0
AK,Meadow Lakes,65850.0
AK,Mekoryuk,24750.0
AK,Mendeltna,52099.594405594406
AK,Mentasta Lake,21250.0
AK,Mertarvik,52099.594405594406
AK,Metlakatla,49924.0
AK,Minto,32250.0
AK,Moose Creek,51369.0
AK,Moose Pass,102750.0
AK,Mosquito Lake,31736.0
AK,Mountain Village,39205.0
AK,Mud Bay,119423.0
AK,Nabesna,52099.594405594406
AK,Naknek,79750.0
AK,Nanwalek,33542.0
AK,Napakiak,24167.0
AK,Napaskiak,30625.0
AK,Naukati Bay,52099.594405594406
AK,Nelchina,41964.0
AK,Nelson Lagoon,74375.0
AK,Nenana,43250.0
AK,New Allakaket,26250.0
AK,Newhalen,56250.0
AK,New Stuyahok,42813.0
AK,Newtok,38125.0
AK,Nightmute,39375.0
AK,Nikiski,70909.0
AK,Nikolaevsk,23125.0
AK,Nikolai,36875.0
AK,Nikolski,35000.0
AK,Ninilchik,49659.0
AK,Noatak,51250.0
AK,Nome,76389.0
AK,Nondalton,30833.0
AK,Noorvik,40833.0
AK,North Pole,70536.0
AK,Northway,51250.0
AK,Northway Junction,57500.0
AK,Northway Village,20000.0
AK,Nuiqsut,80938.0
AK,Nulato,38281.0
AK,Nunam Iqua,41250.0
AK,Nunapitchuk,35833.0
AK,Old Harbor,33750.0
AK,Oscarville,52099.594405594406
AK,Ouzinkie,34464.0
AK,Palmer,61797.0
AK,Paxson,52099.594405594406
AK,Pedro Bay,56667.0
AK,Pelican,66667.0
AK,Perryville,38125.0
AK,Petersburg,68641.0
AK,Petersville,52099.594405594406
AK,Pilot Point,28750.0
AK,Pilot Station,33125.0
AK,Pitkas Point,47500.0
AK,Platinum,44063.0
AK,Pleasant Valley,68929.0
AK,Point Baker,52099.594405594406
AK,Point Hope,57292.0
AK,Point Lay,61563.0
AK,Point MacKenzie,78500.0
AK,Point Possession,52099.594405594406
AK,Pope-Vannoy Landing,52099.594405594406
AK,Portage Creek,52099.594405594406
AK,Port Alexander,82813.0
AK,Port Alsworth,63750.0
AK,Port Clarence,52099.594405594406
AK,Port Graham,30000.0
AK,Port Heiden,59375.0
AK,Port Lions,41042.0
AK,Port Protection,52099.594405594406
AK,Primrose,81458.0
AK,Prudhoe Bay,52099.594405594406
AK,Quinhagak,31719.0
AK,Rampart,52099.594405594406
AK,Red Devil,51875.0
AK,Red Dog Mine,52099.594405594406
AK,Ridgeway,103203.0
AK,Ruby,24688.0
AK,Russian Mission,36563.0
AK,St. George,53750.0
AK,St. Mary's,42500.0
AK,St. Michael,33125.0
AK,St. Paul,57708.0
AK,Salamatof,61458.0
AK,Salcha,79167.0
AK,Sand Point,56875.0
AK,Savoonga,33661.0
AK,Saxman,46250.0
AK,Scammon Bay,27917.0
AK,Selawik,41827.0
AK,Seldovia,46875.0
AK,Seldovia Village,59250.0
AK,Seward,53750.0
AK,Shageluk,52099.594405594406
AK,Shaktoolik,38750.0
AK,Shishmaref,29375.0
AK,Shungnak,43125.0
AK,Silver Springs,85341.0
AK,Sitka,70376.0
AK,Skagway,69643.0
AK,Skwentna,31667.0
AK,Slana,18063.0
AK,Sleetmute,30313.0
AK,Soldotna,65048.0
AK,South Naknek,58750.0
AK,South Van Horn,65750.0
AK,Stebbins,39271.0
AK,Steele Creek,82049.0
AK,Sterling,71597.0
AK,Stevens Village,15938.0
AK,Stony River,22500.0
AK,Sunrise,52099.594405594406
AK,Susitna,52099.594405594406
AK,Susitna North,50536.0
AK,Sutton-Alpine,35500.0
AK,Takotna,23750.0
AK,Talkeetna,49861.0
AK,Tanacross,18194.0
AK,Tanaina,78263.0
AK,Tanana,45625.0
AK,Tatitlek,40000.0
AK,Tazlina,64688.0
AK,Teller,24792.0
AK,Tenakee Springs,54375.0
AK,Tetlin,21563.0
AK,Thorne Bay,53393.0
AK,Togiak,46250.0
AK,Tok,56818.0
AK,Toksook Bay,64000.0
AK,Tolsona,52099.594405594406
AK,Tonsina,52099.594405594406
AK,Trapper Creek,23125.0
AK,Tuluksak,23214.0
AK,Tuntutuliak,36750.0
AK,Tununak,32500.0
AK,Twin Hills,38125.0
AK,Two Rivers,66466.0
AK,Tyonek,33750.0
AK,Ugashik,53958.0
AK,Unalakleet,68015.0
AK,Unalaska,90500.0
AK,Upper Kalskag,36806.0
AK,Valdez,98204.0
AK,Venetie,27500.0
AK,Wainwright,64583.0
AK,Wales,29063.0
AK,Wasilla,61541.0
AK,Whale Pass,52099.594405594406
AK,White Mountain,27083.0
AK,Whitestone,52099.594405594406
AK,Whitestone Logging Camp,52099.594405594406
AK,Whittier,55893.0
AK,Willow,61970.0
AK,Willow Creek,52099.594405594406
AK,Wiseman,52099.594405594406
AK,Womens Bay,86818.0
AK,Wrangell,48603.0
AK,Yakutat,72500.0
AZ,Aguila,26842.0
AZ,Ajo,32964.0
AZ,Ak Chin,42495.666666666664
AZ,Ak-Chin Village,25197.0
AZ,Alamo Lake,42495.666666666664
AZ,Ali Chuk,18661.0
AZ,Ali Chukson,42495.666666666664
AZ,Ali Molina,42495.666666666664
AZ,Alpine,42495.666666666664
AZ,Amado,50284.0
AZ,Anegam,42495.666666666664
AZ,Antares,25417.0
AZ,Anthem,85893.0
AZ,Apache Junction,35671.0
AZ,Arivaca,22130.0
AZ,Arivaca Junction,36354.0
AZ,Arizona City,42927.0
AZ,Arizona Village,35625.0
AZ,Arlington,42495.666666666664
AZ,Ash Fork,25762.0
AZ,Avenue B and C,26495.0
AZ,Avondale,55100.0
AZ,Avra Valley,49902.0
AZ,Aztec,42495.666666666664
AZ,Bagdad,78233.0
AZ,Bear Flat,42495.666666666664
AZ,Beaver Dam,45078.0
AZ,Beaver Valley,42495.666666666664
AZ,Benson,32010.0
AZ,Beyerville,31875.0
AZ,Bisbee,31010.0
AZ,Bitter Springs,25000.0
